user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	N/A	N/A	N/A	N/A	N/A	GCA_003217875.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003217875	78.1	0.37	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003218265.1, s__AV55 sp003218265, 95.0, 78.75, 0.19; GCA_003219945.1, s__AV55 sp003219945, 95.0, 78.57, 0.21; GCA_003219465.1, s__AV55 sp003219465, 95.0, 78.48, 0.35; GCA_003218475.1, s__AV55 sp003218475, 95.0, 78.01, 0.43; GCA_003218135.1, s__AV55 sp003218135, 95.0, 77.81, 0.37; GCA_003218755.1, s__AV55 sp003218755, 95.0, 77.73, 0.35; GCA_003218415.1, s__AV55 sp003218415, 95.0, 77.7, 0.32; GCA_003218885.1, s__AV55 sp003218885, 95.0, 77.68, 0.36; GCA_003217895.1, s__AV55 sp003217895, 95.0, 77.65, 0.34; GCA_003219005.1, s__AV55 sp003219005, 95.0, 77.63, 0.36; GCA_003218945.1, s__AV55 sp003218945, 95.0, 77.53, 0.3; GCA_003219695.1, s__AV55 sp003219695, 95.0, 77.51, 0.3; GCA_003220005.1, s__AV55 sp003220005, 95.0, 77.43, 0.33; GCA_003218915.1, s__AV55 sp003218915, 95.0, 77.31, 0.2; GCA_003218975.1, s__AV55 sp003218975, 95.0, 77.25, 0.29; GCA_003219415.1, s__AV55 sp003219415, 95.0, 77.22, 0.31; GCA_003219335.1, s__AV55 sp003219335, 95.0, 77.21, 0.27; GCA_003219435.1, s__AV55 sp003219435, 95.0, 77.08, 0.18; GCA_003221195.1, s__AV55 sp003221195, 95.0, 77.01, 0.26; GCA_003218785.1, s__AV55 sp003218785, 95.0, 76.95, 0.2; GCA_003218395.1, s__AV55 sp003218395, 95.0, 76.95, 0.23; GCA_003218345.1, s__AV55 sp003218345, 95.0, 76.95, 0.18; GCA_003219395.1, s__AV55 sp003219395, 95.0, 76.76, 0.17; GCA_003218615.1, s__AV55 sp003218615, 95.0, 76.69, 0.19; GCA_003221375.1, s__AV55 sp003221375, 95.0, 76.57, 0.15; GCA_003218535.1, s__AV55 sp003218535, 95.0, 76.54, 0.2; GCA_005887855.1, s__AV55 sp005887855, 95.0, 76.49, 0.16; GCA_003218815.1, s__AV55 sp003218815, 95.0, 76.44, 0.13; GCA_003218735.1, s__AV55 sp003218735, 95.0, 76.4, 0.12; GCA_005887825.1, s__AV55 sp005887825, 95.0, 76.32, 0.21; GCA_003219355.1, s__AV55 sp003219355, 95.0, 76.31, 0.15; GCA_003217835.1, s__AV55 sp003217835, 95.0, 75.93, 0.12	49.96	11	0.9717413457489203	N/A
bin.20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__	N/A	N/A	N/A	N/A	N/A	GCA_003169895.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__Palsa-1233 sp003169895	79.36	0.46	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.13	11	0.9600176212606888	N/A
bin.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900103405.1, s__Polaromonas sp900103405, 95.0, 89.72, 0.91; GCF_000282655.1, s__Polaromonas sp000282655, 95.0, 89.57, 0.89; GCF_900116715.1, s__Polaromonas sp900116715, 95.0, 84.87, 0.81; GCF_003711205.1, s__Polaromonas sp003711205, 95.0, 84.5, 0.8; GCF_001598235.1, s__Polaromonas jejuensis, 95.0, 81.28, 0.63; GCF_000013865.1, s__Polaromonas sp000013865, 95.0, 80.58, 0.61; GCF_900112285.1, s__Polaromonas sp900112285, 95.0, 80.23, 0.58; GCF_000709345.1, s__Polaromonas glacialis, 95.0, 80.11, 0.53; GCF_000015505.1, s__Polaromonas naphthalenivorans, 95.0, 79.98, 0.55; GCF_002379085.1, s__Polaromonas sp002379085, 95.0, 79.97, 0.58; GCA_002278925.1, s__Polaromonas sp002278925, 95.0, 79.89, 0.53; GCF_002379095.1, s__Polaromonas sp002379095, 95.0, 79.77, 0.56; GCF_000688115.1, s__Polaromonas sp000688115, 95.0, 79.5, 0.41; GCA_002381615.1, s__Polaromonas sp002381615, 95.0, 79.48, 0.44; GCF_002001015.1, s__Polaromonas sp002001015, 95.0, 79.44, 0.53; GCA_002256925.1, s__Polaromonas sp002256925, 95.0, 79.07, 0.45; GCF_000751355.1, s__Polaromonas sp000751355, 95.0, 79.0, 0.52; GCA_001770785.1, s__Polaromonas sp001770785, 95.0, 78.56, 0.34; GCA_002413395.1, s__Polaromonas sp002413395, 95.0, 78.35, 0.4; GCA_004293655.1, s__Polaromonas sp004293655, 95.0, 77.36, 0.27	17.16	11	0.9969934805319148	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	N/A	N/A	N/A	N/A	N/A	GCF_900129855.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp900129855	94.72	0.69	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900110755.1, s__Streptomyces sp900110755, 95.0, 88.64, 0.62; GCF_001298545.1, s__Streptomyces sp001298545, 95.0, 88.6, 0.6; GCF_003112535.1, s__Streptomyces rishiriensis, 95.0, 87.55, 0.62; GCF_001184025.1, s__Streptomyces sp001184025, 95.0, 87.49, 0.59; GCF_001746365.1, s__Streptomyces sp001746365, 95.0, 86.92, 0.63; GCF_001428885.1, s__Streptomyces sp001428885, 95.0, 86.48, 0.63; GCF_003032475.1, s__Streptomyces sp003032475, 95.0, 86.44, 0.6; GCF_004363835.1, s__Streptomyces sp004363835, 95.0, 86.07, 0.63; GCF_001514285.1, s__Streptomyces sp001514285, 95.0, 85.98, 0.6; GCF_001514205.1, s__Streptomyces griseoruber, 95.0, 85.69, 0.68; GCF_001896135.2, s__Streptomyces phaeoluteigriseus, 95.0, 85.29, 0.56; GCF_002019855.1, s__Streptomyces antibioticus_B, 95.0, 85.22, 0.56; GCF_002154575.1, s__Streptomyces bobili, 95.0, 85.12, 0.55; GCF_004364215.1, s__Streptomyces sp004364215, 95.0, 84.97, 0.64; GCF_000720255.1, s__Streptomyces griseus_I, 95.0, 84.79, 0.59; GCF_004217285.1, s__Streptomyces sp004217285, 95.0, 84.61, 0.49; GCF_001514145.1, s__Streptomyces canus, 95.0, 84.6, 0.6; GCF_002027195.1, s__Streptomyces sp002027195, 95.0, 84.58, 0.51; GCF_003955715.1, s__Streptomyces sp900206255, 95.26, 84.56, 0.58; GCF_003443735.1, s__Streptomyces sviceus, 95.06, 84.53, 0.57; GCF_001514065.1, s__Streptomyces antibioticus, 95.26, 84.49, 0.58; GCF_000720765.1, s__Streptomyces sp000720765, 95.0, 84.47, 0.6; GCF_000746395.1, s__Streptomyces mirabilis_A, 95.0, 84.45, 0.6; GCF_003851625.1, s__Streptomyces sp003851625, 95.0, 84.44, 0.61; GCF_003384795.1, s__Streptomyces sp003384795, 95.0, 84.44, 0.57; GCF_001746295.1, s__Streptomyces sp001746295, 95.0, 84.42, 0.63; GCF_000745715.1, s__Streptomyces mirabilis_C, 95.0, 84.39, 0.59; GCF_000383615.1, s__Streptomyces canus_C, 95.06, 84.39, 0.58; GCF_000718165.1, s__Streptomyces fulvoviolaceus, 95.0, 84.32, 0.61; GCF_004343515.1, s__Streptomyces sp004343515, 95.0, 84.31, 0.62; GCF_002291145.1, s__Streptomyces sp002291145, 95.0, 84.29, 0.57; GCF_004028635.1, s__Streptomyces cyaneus, 95.0, 84.24, 0.58; GCF_005280195.1, s__Streptomyces galbus, 95.0, 84.23, 0.52; GCF_001513955.1, s__Streptomyces pseudovenezuelae, 95.0, 84.16, 0.57; GCF_001514235.1, s__Streptomyces caeruleatus, 95.0, 84.1, 0.55; GCF_000972385.1, s__Streptomyces sp000972385, 95.0, 84.1, 0.56; GCF_003814525.1, s__Streptomyces sp003814525, 95.0, 84.1, 0.6; GCF_003814935.1, s__Streptomyces sp003814935, 95.0, 84.1, 0.59; GCF_001270495.1, s__Streptomyces viridochromogenes_A, 95.0, 84.07, 0.58; GCF_001513975.1, s__Streptomyces curacoi, 95.0, 84.04, 0.54; GCF_002754715.1, s__Streptomyces sp002754715, 95.0, 84.03, 0.6; GCF_001514195.1, s__Streptomyces griseorubiginosus, 95.0, 84.0, 0.57; GCF_000716605.1, s__Streptomyces sp000716605, 95.0, 83.99, 0.56; GCF_003963535.1, s__Streptomyces sp003963535, 95.0, 83.99, 0.6; GCF_003143935.1, s__Streptomyces sp003143935, 95.0, 83.98, 0.57; GCF_001282115.1, s__Streptomyces sp001282115, 95.0, 83.96, 0.52; GCF_001514305.1, s__Streptomyces sp001514305, 95.0, 83.94, 0.56; GCF_003752655.1, s__Streptomyces griseorubiginosus_A, 95.0, 83.91, 0.58; GCF_001509475.1, s__Streptomyces regalis, 95.0, 83.9, 0.58; GCF_000716435.1, s__Streptomyces xylophagus, 95.0, 83.89, 0.58; GCF_001484565.1, s__Streptomyces sp001484565, 95.0, 83.88, 0.56; GCF_000719285.1, s__Streptomyces bicolor, 95.0, 83.87, 0.56; GCF_001685355.1, s__Streptomyces lincolnensis, 95.0, 83.83, 0.59; GCF_006539505.1, s__Streptomyces spinoverrucosus, 95.0, 83.81, 0.53; GCF_900103585.1, s__Streptomyces sp900103585, 95.0, 83.79, 0.6; GCF_000376565.1, s__Streptomyces hokutonensis, 95.0, 83.77, 0.64; GCF_000411315.1, s__Streptomyces sp000411315, 95.0, 83.76, 0.52; GCF_001514125.1, s__Streptomyces longwoodensis, 95.0, 83.74, 0.54; GCF_000349325.1, s__Streptomyces davaonensis, 95.0, 83.72, 0.52; GCF_006715395.1, s__Streptomyces sp006715395, 95.0, 83.69, 0.57; GCF_900105755.1, s__Streptomyces sp900105755, 95.0, 83.68, 0.56; GCF_003814875.1, s__Streptomyces sp003814875, 95.0, 83.65, 0.62; GCF_004187715.1, s__Streptomyces sp004187715, 95.0, 83.64, 0.55; GCF_004104505.1, s__Streptomyces sp003046555, 95.0, 83.61, 0.52; GCF_000367365.1, s__Streptomyces prunicolor, 95.0, 83.6, 0.56; GCF_002217755.1, s__Streptomyces hyaluromycini, 95.0, 83.55, 0.6; GCF_001005085.2, s__Streptomyces humi, 95.0, 83.54, 0.59; GCF_002128465.1, s__Streptomyces pharetrae, 95.0, 83.49, 0.5; GCF_004342105.1, s__Streptomyces sp004342105, 95.0, 83.48, 0.58; GCF_002237655.1, s__Streptomyces sp002237655, 95.0, 83.44, 0.53; GCA_000715615.1, s__Streptomyces cinnabarinus, 95.0, 83.41, 0.52; GCF_003994395.1, s__Streptomyces griseoviridis, 95.0, 83.35, 0.52; GCF_001905845.1, s__Streptomyces sp001905845, 95.0, 83.33, 0.55; GCF_000761215.1, s__Streptomyces glaucescens, 95.0, 83.17, 0.5; GCF_002954775.1, s__Streptomyces geranii, 95.0, 83.07, 0.55; GCF_003074055.1, s__Streptomyces nigra, 95.0, 83.06, 0.51; GCF_900091315.1, s__Streptomyces sp900091315, 95.0, 83.01, 0.53; GCF_000225525.1, s__Streptomyces zinciresistens, 95.0, 83.01, 0.5; GCF_003688995.1, s__Streptomyces shenzhenensis, 95.0, 83.0, 0.54; GCF_900091845.1, s__Streptomyces sp900091845, 95.0, 82.91, 0.53; GCF_000974985.2, s__Streptomyces mangrovisoli, 95.0, 82.91, 0.55; GCF_002920635.1, s__Streptomyces sp002920635, 95.0, 82.9, 0.53; GCF_000772895.1, s__Streptomyces galbus_A, 95.0, 82.88, 0.56; GCF_001509795.1, s__Streptomyces sp001509795, 95.0, 82.83, 0.51; GCF_000317595.1, s__Streptomyces ipomoeae, 95.0, 82.82, 0.55; GCA_002214185.1, s__Streptomyces capitiformicae, 95.0, 82.82, 0.54; GCF_900114955.1, s__Streptomyces sp900114955, 95.0, 82.82, 0.57; GCF_001419795.1, s__Streptomyces niveiscabiei, 95.0, 82.76, 0.47; GCA_003248315.1, s__Streptomyces sp003248315, 95.0, 82.76, 0.49; GCF_900290235.1, s__Streptomyces sp900290235, 95.67, 82.74, 0.55; GCF_001418475.1, s__Streptomyces ossamyceticus, 95.66, 82.71, 0.5; GCF_001419765.1, s__Streptomyces torulosus, 95.67, 82.69, 0.51; GCF_003261055.1, s__Streptomyces sp003261055, 95.0, 82.54, 0.54; GCF_004368645.1, s__Streptomyces sp004368645, 95.0, 82.5, 0.52; GCF_000242715.1, s__Streptomyces acidiscabies, 95.0, 82.37, 0.56; GCA_000719105.1, s__Streptomyces sclerotialus_B, 95.0, 82.36, 0.44; GCF_001418645.1, s__Streptomyces neyagawaensis, 95.42, 82.29, 0.49; GCF_004337435.1, s__Streptomyces sp004337435, 95.0, 82.27, 0.54; GCF_004023625.1, s__Streptomyces sp004023625, 95.0, 81.71, 0.53	33.65	11	0.9981766098016305	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	N/A	N/A	N/A	N/A	N/A	GCA_002413325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__UBA8621 sp002413325	78.25	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003136915.1, s__UBA8621 sp003136915, 95.0, 76.74, 0.17; GCA_003167015.1, s__UBA8621 sp003167015, 95.0, 75.71, 0.03; GCA_003135585.1, s__UBA8621 sp003135585, 95.0, 75.63, 0.03; GCA_003168265.1, s__UBA8621 sp003168265, 95.0, 75.52, 0.04; GCA_001898505.1, s__UBA8621 sp001898505, 95.0, 75.46, 0.03; GCA_003151295.1, s__UBA8621 sp003151295, 95.0, 75.29, 0.03; GCA_003175695.1, s__UBA8621 sp003175695, 95.0, 75.09, 0.04	88.53	11	0.981093927436226	N/A
bin.25	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	55.67	11	0.5912295139071998	N/A
bin.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	N/A	N/A	N/A	N/A	N/A	GCF_006438845.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax ginsengisoli	84.8	0.74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002754375.1, s__Variovorax sp002754375, 95.0, 82.09, 0.62; GCF_003951285.1, s__Variovorax sp003951285, 95.0, 81.79, 0.7; GCF_001591345.1, s__Variovorax boronicumulans, 95.0, 81.74, 0.71; GCF_003019815.1, s__Variovorax sp003019815, 95.0, 81.64, 0.67; GCF_900100965.1, s__Variovorax sp900100965, 95.0, 81.64, 0.65; GCF_900090195.1, s__Variovorax sp900090195, 95.0, 81.58, 0.58; GCF_001426505.1, s__Variovorax sp001426505, 95.0, 81.56, 0.67; GCF_900115685.1, s__Variovorax sp900115685, 95.0, 81.53, 0.7; GCF_003984625.1, s__Variovorax sp003984625, 95.0, 81.51, 0.52; GCF_900112425.1, s__Variovorax sp900112425, 95.0, 81.51, 0.76; GCF_003053685.1, s__Variovorax sp003053685, 95.0, 81.48, 0.79; GCF_900115375.1, s__Variovorax sp900115375, 95.0, 81.46, 0.77; GCF_003852515.1, s__Variovorax sp003852515, 95.0, 81.45, 0.62; GCF_000463015.1, s__Variovorax paradoxus_E, 95.0, 81.43, 0.71; GCF_003984645.1, s__Variovorax sp003984645, 95.0, 81.31, 0.65; GCF_001591365.1, s__Variovorax paradoxus, 95.0, 81.26, 0.77; GCF_001425205.1, s__Variovorax sp001425205, 95.0, 81.18, 0.62; GCF_000184745.1, s__Variovorax paradoxus_C, 95.0, 81.13, 0.68; GCF_000382045.1, s__Variovorax paradoxus_A, 95.0, 81.12, 0.71; GCA_001899795.1, s__Variovorax sp001899795, 95.0, 81.12, 0.71; GCF_001577265.1, s__Variovorax sp001577265, 95.0, 81.08, 0.64; GCF_003014875.1, s__Variovorax sp003014875, 95.0, 81.05, 0.77; GCF_001984055.1, s__Variovorax sp001984055, 95.0, 81.01, 0.7; GCF_001424835.1, s__Variovorax sp001424835, 95.0, 80.93, 0.62; GCF_900106655.1, s__Variovorax sp900106655, 95.0, 80.91, 0.7; GCF_004216615.1, s__Variovorax sp004216615, 95.0, 80.84, 0.68; GCF_001541225.1, s__Variovorax sp001541225, 95.0, 80.83, 0.64; GCA_004210915.1, s__Variovorax sp004210915, 95.0, 80.78, 0.58; GCF_003965815.1, s__Variovorax gossypii, 95.0, 80.77, 0.58; GCF_900099805.1, s__Variovorax sp900099805, 95.0, 80.73, 0.67; GCF_900101545.1, s__Variovorax sp900101545, 95.0, 80.69, 0.73; GCF_002157355.1, s__Variovorax sp002157355, 95.0, 80.66, 0.7; GCF_900107745.1, s__Variovorax sp900107745, 95.0, 80.65, 0.65; GCF_001591385.1, s__Variovorax soli, 95.0, 80.63, 0.58; GCF_004340105.1, s__Variovorax sp004340105, 95.0, 80.62, 0.55; GCF_000834655.1, s__Variovorax paradoxus_F, 95.0, 80.6, 0.71; GCA_004211245.1, s__Variovorax sp004211245, 95.0, 80.56, 0.59; GCF_003096925.1, s__Variovorax sp003096925, 95.0, 80.52, 0.79; GCF_000282635.1, s__Variovorax sp000282635, 95.0, 80.52, 0.67; GCF_003952165.1, s__Variovorax guangxiensis, 95.0, 80.35, 0.71; GCF_003952185.1, s__Variovorax sp003952185, 95.0, 80.31, 0.74; GCF_900114785.1, s__Variovorax sp900114785, 95.0, 80.24, 0.64; GCF_004217005.1, s__Variovorax sp004217005, 95.0, 80.16, 0.65; GCF_000620225.1, s__Variovorax sp000620225, 95.0, 79.33, 0.53	13.0	11	0.9895067250285714	Genome domain questionable ( 15.8% Bacterial, 6.6% Archaeal)
bin.27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223515.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__Gp1-AA17 sp003223515	76.65	0.14	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003140235.1, s__Gp1-AA17 sp003140235, 95.0, 76.52, 0.11	39.52	11	0.8893789109490257	Genome has more than 44.2% of markers with multiple hits
bin.28	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003219945.1, s__AV55 sp003219945, 95.0, 84.06, 0.5; GCA_003218265.1, s__AV55 sp003218265, 95.0, 83.54, 0.48; GCA_003219465.1, s__AV55 sp003219465, 95.0, 82.52, 0.68; GCA_003218945.1, s__AV55 sp003218945, 95.0, 80.01, 0.56; GCA_003219005.1, s__AV55 sp003219005, 95.0, 78.01, 0.37; GCA_003217875.1, s__AV55 sp003217875, 95.0, 77.76, 0.34; GCA_003218135.1, s__AV55 sp003218135, 95.0, 77.73, 0.36; GCA_003219695.1, s__AV55 sp003219695, 95.0, 77.62, 0.36; GCA_003220005.1, s__AV55 sp003220005, 95.0, 77.62, 0.36; GCA_003218475.1, s__AV55 sp003218475, 95.0, 77.57, 0.4; GCA_003217895.1, s__AV55 sp003217895, 95.0, 77.49, 0.36; GCA_003218885.1, s__AV55 sp003218885, 95.0, 77.4, 0.34; GCA_003218975.1, s__AV55 sp003218975, 95.0, 77.36, 0.29; GCA_003218415.1, s__AV55 sp003218415, 95.0, 77.34, 0.34; GCA_003218755.1, s__AV55 sp003218755, 95.0, 77.34, 0.36; GCA_003218615.1, s__AV55 sp003218615, 95.0, 77.28, 0.18; GCA_003219335.1, s__AV55 sp003219335, 95.0, 77.24, 0.33; GCA_005887825.1, s__AV55 sp005887825, 95.0, 77.21, 0.24; GCA_003221375.1, s__AV55 sp003221375, 95.0, 77.1, 0.17; GCA_003219435.1, s__AV55 sp003219435, 95.0, 77.03, 0.22; GCA_003221195.1, s__AV55 sp003221195, 95.0, 76.95, 0.28; GCA_003219415.1, s__AV55 sp003219415, 95.0, 76.92, 0.29; GCA_003218395.1, s__AV55 sp003218395, 95.0, 76.91, 0.22; GCA_003218915.1, s__AV55 sp003218915, 95.0, 76.88, 0.24; GCA_003218815.1, s__AV55 sp003218815, 95.0, 76.87, 0.15; GCA_003219355.1, s__AV55 sp003219355, 95.0, 76.84, 0.14; GCA_003218535.1, s__AV55 sp003218535, 95.0, 76.82, 0.23; GCA_005887855.1, s__AV55 sp005887855, 95.0, 76.82, 0.18; GCA_003218345.1, s__AV55 sp003218345, 95.0, 76.74, 0.21; GCA_003218785.1, s__AV55 sp003218785, 95.0, 76.61, 0.22; GCA_003218735.1, s__AV55 sp003218735, 95.0, 76.6, 0.15; GCA_003217835.1, s__AV55 sp003217835, 95.0, 76.57, 0.11; GCA_003219395.1, s__AV55 sp003219395, 95.0, 76.51, 0.17	54.35	11	0.9853684158301486	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter enzymogenes	GCF_900106525.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter enzymogenes	97.53	0.96	GCF_900106525.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter enzymogenes	97.53	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900107375.1, s__Lysobacter sp900107375, 95.0, 90.16, 0.89; GCF_001442515.1, s__Lysobacter enzymogenes_B, 95.0, 90.13, 0.9; GCF_001442805.1, s__Lysobacter gummosus, 95.0, 86.25, 0.85; GCF_001442785.1, s__Lysobacter capsici, 95.0, 86.23, 0.83; GCF_000336385.2, s__Lysobacter antibioticus_A, 95.0, 86.05, 0.77; GCF_001427785.1, s__Lysobacter sp001427785, 95.0, 85.95, 0.83; GCF_001442535.1, s__Lysobacter antibioticus, 95.0, 85.55, 0.76; GCF_000731095.1, s__Lysobacter antibioticus_B, 95.0, 85.48, 0.76; GCF_003382365.1, s__Lysobacter sp003382365, 95.0, 84.48, 0.67; GCF_900114355.1, s__Lysobacter sp900114355, 95.0, 84.01, 0.69; GCF_001428685.1, s__Lysobacter sp001428685, 95.0, 83.96, 0.66; GCF_001429785.1, s__Lysobacter sp001429785, 95.0, 83.85, 0.68; GCF_003814555.1, s__Lysobacter tengchongense, 95.0, 82.9, 0.58; GCF_006546735.1, s__Lysobacter maris, 95.0, 82.25, 0.47; GCF_000768335.1, s__Lysobacter arseniciresistens, 95.0, 82.11, 0.46; GCF_003586305.1, s__Lysobacter sp003586305, 95.0, 82.1, 0.51; GCF_005503055.1, s__Lysobacter sp005503055, 95.0, 82.0, 0.51; GCF_006547045.1, s__Lysobacter sp006547045, 95.0, 81.63, 0.46; GCF_003382285.1, s__Lysobacter soli, 95.0, 81.61, 0.52; GCF_000768345.1, s__Lysobacter concretionis, 95.0, 81.47, 0.39; GCF_003719825.1, s__Lysobacter sp003719825, 95.0, 81.45, 0.52; GCF_000768355.1, s__Lysobacter daejeonensis, 95.0, 81.37, 0.46; GCA_001830245.1, s__Lysobacter sp001830245, 95.0, 81.36, 0.42; GCF_006546775.1, s__Lysobacter aestuarii, 95.0, 81.02, 0.47; GCF_900167055.1, s__Lysobacter spongiicola, 95.0, 80.64, 0.39; GCF_001427225.1, s__Lysobacter sp001427225, 95.0, 80.5, 0.44; GCF_003367355.1, s__Lysobacter sp003367355, 95.0, 80.42, 0.38; GCF_000423325.1, s__Lysobacter defluvii, 95.0, 80.29, 0.39; GCF_004359965.1, s__Lysobacter sp004359965, 95.0, 80.06, 0.42; GCF_004361065.1, s__Lysobacter sp004361065, 95.0, 79.95, 0.37; GCF_000426005.1, s__Lysobacter sp000426005, 95.0, 79.94, 0.38; GCF_000855665.1, s__Lysobacter sp000855665, 95.0, 79.87, 0.33; GCA_004322525.1, s__Lysobacter sp004322525, 95.0, 79.74, 0.25	52.4	11	N/A	N/A
bin.3	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	34.5	11	0.7177328421727522	N/A
bin.30	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003169895.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__Palsa-1233 sp003169895	75.44	0.05	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	35.24	11	0.8478291884608286	Genome has more than 10.0% of markers with multiple hits
